% This is a family of datasets synthetically generated from a realistic
% simulation of the dynamics of a Unimation Puma 560 robot arm. There
% are eight datastets in this family . In this repository we only have
% two of them. They are all variations on the same model; a realistic
% simulation of the dynamics of a Puma 560 robot arm. The task in these
% datasets is to predict the angular accelaration of one of the robot
% arm's links. The inputs include angular positions, velocities and
% torques of the robot arm. The family has been specifically generated
% for the delve environment and so the individual datasets span the
% corners of a cube whose dimensions represent:
% 
% Number of inputs 8. 
% degree of non-linearity (fairly linear or non-linear) 
% amount of noise in the output (moderate or high). 
% 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original Source: DELVE repository of data. 
% Characteristics: 8192 (4500+3692) cases, 9 continuous variables. 
 
@relation puma8NH
 
@attribute theta1  numeric
@attribute theta2  numeric
@attribute theta3  numeric
@attribute thetad1  numeric
@attribute thetad2  numeric
@attribute thetad3  numeric
@attribute tau1  numeric
@attribute tau2  numeric
@attribute thetadd3  numeric

@data
-0.615007,0.670028,0.436153,1.712261,-1.529042,0.870944,-0.195559,0.031450,9.678897
-0.736921,-1.275554,1.255872,-0.295085,1.715126,1.377496,0.176162,0.348160,0.209039
-0.045359,-0.823223,-0.340698,0.389398,0.042887,0.751021,0.238177,-0.153463,-5.392576
-0.776107,-0.145301,0.832441,0.703107,-1.560342,-1.167996,-0.184244,-0.590247,7.083023
-0.922927,1.550439,0.607183,-0.229584,1.764420,0.487365,-0.279431,0.400544,6.759066
0.475102,0.361259,-1.646727,-1.627120,-0.066783,1.013068,0.543743,-0.511090,-4.268223
-0.140611,0.483975,-1.305396,1.091603,-1.592775,0.363549,-0.274293,0.364685,-1.095257
0.288862,-0.742363,1.505213,-1.751781,0.825198,-0.394605,-0.269678,-0.079812,6.445855
-0.022282,-1.269670,-1.653664,-1.341212,-1.455840,-1.574117,0.332584,0.131741,-7.609720
-1.133424,-0.101935,-1.676632,0.934203,-0.535136,0.979530,-0.074724,0.521792,-3.561851
-1.113225,0.088867,0.699695,1.419212,0.474137,-0.763824,-0.334201,0.282373,8.920765
-1.803429,-0.143683,1.630303,0.782409,0.500133,-1.173042,0.418135,0.391447,7.643574
0.231361,1.703618,0.232170,0.230251,-1.878117,-0.041326,-0.285538,-0.243391,6.713032
-0.049463,1.823828,-0.071889,-1.863326,-0.272027,0.942829,0.376542,-0.260923,4.558660
-0.162071,1.714829,0.157629,-0.983396,-0.643697,1.030387,-0.401471,0.076413,4.787025
0.727833,-0.675807,0.449502,-0.126181,1.728401,-1.698640,0.158628,-0.334957,-8.975463
0.351283,0.338191,-1.057123,0.520309,-1.363324,0.138409,0.067821,-0.137529,-1.885816
0.502790,-1.754787,-0.698921,0.276232,1.866491,0.691190,0.551521,-0.592923,-3.279272
0.235974,0.074322,1.288903,0.685687,-0.270450,1.057331,-0.254269,-0.294894,6.237298
-0.848777,-0.044316,1.626533,1.520761,-0.571051,0.546844,-0.076992,-0.398183,6.981738
-0.202351,-0.448097,1.117835,-1.790892,-0.550183,0.668147,-0.326277,0.267358,3.794531
-0.352635,-0.436382,-1.793394,-1.135236,-0.393933,-0.860304,-0.485204,0.375114,-2.152931
-0.285083,0.166642,-0.297227,-0.358155,1.030098,1.416393,-0.531652,-0.281093,2.883622
1.074662,0.199660,0.473029,-0.542160,-0.209827,-1.702768,-0.327793,-0.013062,6.955376
0.940585,1.167914,-0.796543,-0.535785,1.375705,0.611474,0.085187,0.138876,0.637304
-0.894775,-0.315181,-0.524665,-0.227624,0.790838,-1.098327,0.532110,-0.427452,-4.982800
-1.139409,1.104943,0.188780,-1.443889,-0.530888,0.745463,0.505625,-0.357066,9.234787
0.240613,-1.139813,1.848826,1.602895,0.078090,0.526623,-0.253346,-0.388643,6.967925
0.112264,1.867180,0.959579,-0.029132,0.467515,1.031510,-0.392942,-0.575341,-4.244025
-1.471435,0.212801,-1.104616,1.526649,0.374535,-0.947405,0.339463,0.560186,-3.030703
-1.083021,-1.197768,0.432408,-0.901305,-0.730935,1.311320,0.145017,0.097962,-0.838001
-1.825905,-0.905086,-0.182063,1.236617,0.300395,0.821398,-0.055311,0.381989,-5.922623
-1.100015,-0.310508,-1.146287,-1.394843,-1.812749,1.557207,0.401174,-0.260474,-3.404791
1.746914,0.317186,0.295723,1.471993,1.634745,0.050416,-0.285144,0.383850,1.517474
0.217148,0.338984,0.975471,-0.598690,-0.297382,0.802506,-0.325263,0.502850,9.385869
-0.500713,-1.040303,0.473849,-1.840948,-1.154864,1.481501,-0.216111,0.217194,4.263926
1.438886,-0.614081,1.164920,1.665430,-0.704230,1.526614,-0.070117,-0.063739,4.290841
-1.847847,-0.232097,1.009125,-0.473069,-0.120162,1.113595,-0.451919,0.593999,3.534318
1.749871,1.002752,1.753089,-1.463622,-0.420810,-0.205941,-0.151868,-0.053538,-3.104601
1.452207,0.833540,0.319992,-1.551367,-1.112726,0.941278,0.479335,0.584984,8.149673
-1.815834,-1.294654,0.679537,-1.856047,1.437553,-0.408727,-0.223625,-0.064549,-8.873495
-1.325777,1.611162,-0.478229,-0.140671,-0.524113,1.515977,-0.572984,-0.145865,3.616583
0.353961,0.104188,1.847709,1.694237,0.909100,-0.211118,-0.246594,0.299521,7.644163
-0.194279,-0.499614,-1.426073,1.092039,-1.802564,-0.684731,0.402297,-0.590306,-1.087969
1.595194,-1.179232,-0.928113,1.092257,1.866466,0.258149,-0.144619,0.583901,0.561012
-0.571155,-1.212818,0.083524,1.382672,0.828327,-0.590527,0.380031,-0.421175,-7.132494
1.144101,-1.404756,1.217551,0.300198,1.290115,-1.562985,-0.113232,0.102051,-3.127360
-1.358815,0.522255,1.183159,-0.926997,1.006314,1.304685,-0.552069,-0.231803,8.497595
0.356271,1.222042,0.389881,0.632558,0.260339,-1.341651,-0.407684,0.048649,9.371612
0.592946,1.765666,-1.189212,0.988590,1.227333,-1.163691,0.046817,-0.353729,5.319114
-1.346246,0.644244,0.616321,-1.216928,-1.137646,0.581165,-0.065720,-0.554898,8.987854
0.465154,-0.952101,1.304132,0.283495,-0.473928,0.515006,-0.002235,-0.355392,0.926349
-0.643894,1.485738,-1.092065,1.363888,1.801250,1.224550,0.338112,-0.554047,-0.285722
0.580023,-0.539224,0.127612,-0.299547,-1.655192,-0.637283,-0.160551,0.416153,-5.856759
1.620854,0.307592,1.155439,0.649084,-0.970907,-1.854053,0.325273,-0.337200,10.679125
0.024636,-0.625708,1.772091,1.237441,-0.922242,1.757666,0.019077,0.224859,9.226349
-0.077437,-0.864969,-0.751274,-1.228470,0.908706,0.719530,-0.235428,-0.437990,-4.011583
0.238237,0.405197,1.688046,-1.359029,0.683119,1.809781,0.426588,-0.331025,5.449337
0.716428,-0.089560,-1.043439,0.540452,1.659228,0.603204,0.243288,0.545839,-3.889014
-1.042030,1.616636,1.052976,1.405175,-1.716102,1.063011,0.134787,-0.228086,-4.894151
-1.620098,1.084101,0.500842,-0.558828,-1.374010,1.486483,0.037372,0.508494,7.945742
0.700602,1.583976,-1.223211,-1.174535,-1.147143,-0.704088,0.046913,0.064714,3.083402
0.394264,-1.115106,-1.349802,1.197094,-0.455879,-1.501985,-0.173338,0.308085,-1.715913
0.382456,0.230957,-1.314002,-0.282892,-0.707574,1.875965,0.502606,0.504235,-1.267256
-0.207261,-0.042858,-0.263190,-1.329617,1.154661,-1.118912,-0.395800,0.592772,4.702045
-0.242287,-0.606890,1.375336,-1.821981,0.946369,0.364696,-0.138516,-0.040479,6.510807
1.379274,0.280499,-1.811194,1.294463,-0.126377,-1.564591,-0.301890,-0.266658,1.171642
1.316215,-0.216407,0.809855,1.858778,-0.771544,1.159770,0.578996,0.384233,0.879628
1.390096,1.200011,-0.446178,-0.557754,1.605002,1.556644,-0.210425,-0.211812,-0.664554
-0.180301,0.694162,-1.087920,-0.602047,-0.164625,0.268562,0.364307,0.502909,-2.623666
1.372102,0.366694,-0.776546,0.022001,0.318414,-1.692630,-0.089110,-0.067243,-0.399785
1.000215,0.578325,1.071655,-1.325138,1.048226,0.743046,-0.425709,-0.497968,8.291066
-1.601104,-0.130825,-0.918899,1.397427,0.004463,-0.393176,0.172687,-0.450298,-2.148833
-1.722267,-0.756764,0.745520,-1.229148,0.814660,-0.320520,0.069053,0.178163,6.266514
1.137291,0.994102,-0.370708,1.179611,-0.238277,-1.078052,-0.200432,-0.262655,7.541425
0.205585,-1.743441,1.513005,1.026302,1.722796,-1.660277,0.192064,0.017455,-1.830169
-0.715484,0.874159,0.649928,-1.868726,-0.542643,-0.783979,-0.159167,-0.324475,8.175605
-0.446786,0.529569,-0.290677,0.391120,-1.170977,-1.669899,0.319426,-0.201436,7.694393
-1.149362,-0.297345,1.424731,-1.020283,1.431365,1.150471,0.028063,0.047664,8.807780
-1.597204,1.335268,-0.428881,-0.127752,1.728111,0.972167,0.130442,-0.056911,4.634316
0.989277,1.465805,-0.585557,1.784418,1.071263,-0.385933,0.519977,-0.350340,6.831345
-1.487722,1.683443,0.446085,-1.000627,0.042848,0.094925,0.231223,0.571877,6.413199
-0.909177,-1.093492,-0.003331,0.564987,-0.674081,-0.698154,0.594188,0.125428,-0.912916
-1.165225,0.749954,1.661334,-1.690867,-0.805937,-0.098818,0.541211,0.140165,3.238774
-1.500689,-1.372372,-1.133310,1.816462,0.536250,-1.108904,0.347554,-0.257274,-2.859291
-0.738984,1.753834,-0.247275,-1.513077,1.533915,1.861207,-0.453369,0.221445,7.495842
-1.216335,1.278869,1.693556,0.775104,-1.636322,-0.155949,-0.299060,0.494943,3.350506
1.482741,1.310043,1.609484,1.487710,-1.873365,0.651931,0.520759,-0.410718,-4.471121
-1.282483,1.658470,-0.809703,0.707719,0.568117,-0.841000,-0.410545,-0.035136,-3.741887
0.964414,-1.713754,-0.947111,-1.533304,0.879536,0.533943,0.507260,-0.472864,-2.824187
-1.147989,0.146583,1.861757,0.285162,1.161336,1.746028,0.161940,0.132655,8.048587
1.811869,-1.255118,1.652523,1.014177,1.510867,-0.986258,0.083524,-0.210889,2.598246
1.443383,-0.438716,0.453592,0.766335,1.778104,0.513556,-0.559027,0.427402,-0.613744
0.806386,0.094618,-0.655085,-1.866462,-0.195039,1.808973,-0.296160,0.044605,-3.515770
-0.456720,-0.558051,0.381712,-0.954262,-1.079893,-1.405935,0.081530,-0.119708,-1.804225
-0.493548,-1.263548,-0.534507,0.235554,0.549712,-1.043791,-0.507396,0.591089,-7.814310
-1.164068,1.346367,1.380134,-0.349712,-0.319814,0.771404,0.085842,0.338951,1.485398
0.504653,-0.601311,0.898769,-0.416153,-1.104169,1.496898,0.557840,0.019433,-0.765770
-0.753587,1.370006,-0.923178,1.105395,0.253562,1.619509,0.103357,-0.479949,6.165689
-0.454521,-1.291145,-0.667463,1.210038,-1.567965,-1.103418,-0.302274,0.473075,-9.925353
-0.303878,0.958317,1.379748,0.703351,-1.226147,-1.521121,-0.543863,-0.310227,8.510851
-1.474804,0.131973,1.369647,0.575554,-0.259774,-0.461663,-0.221908,-0.006875,6.565471
-1.293656,-1.406442,-0.729076,-1.376723,1.140157,0.165338,0.133522,0.109253,-9.526435
0.631743,1.641003,-0.331161,-1.431139,-1.124984,-1.496399,-0.285467,-0.241984,6.738397
0.321774,-1.770302,-1.325405,0.318403,-1.882817,0.125008,0.374468,-0.309516,-8.147928
0.275335,1.872471,-0.592783,0.967149,-0.980179,0.639098,0.270731,-0.229789,7.418773
1.381260,-0.284768,1.697961,-0.596758,-1.750534,-0.840520,-0.244410,-0.204239,9.773763
0.383130,0.261479,-1.031168,-0.554299,-0.659299,-1.069209,0.309529,0.247940,-0.800870
0.284139,-0.947553,-1.412029,-0.384514,-0.897837,1.010889,-0.308591,-0.083578,-5.022737
-1.112638,-1.350123,-0.416396,-1.410748,-1.469875,0.041963,0.095240,-0.098909,-8.578683
0.218442,-0.532969,-0.298339,-0.204676,-1.838752,1.827753,0.575713,0.416434,-5.025673
-0.677427,-0.387896,-1.188059,1.510916,-0.152366,-1.047622,0.596977,0.189032,-2.828272
-0.459066,1.479393,1.599529,0.052879,-0.962306,-0.555592,0.076049,0.147484,-3.236531
-0.736614,0.122522,0.863407,0.900072,-1.150733,-0.719439,-0.480048,-0.562776,2.846961
1.697072,-0.454526,-1.370070,-0.153184,0.289286,-1.149892,-0.534061,0.038737,-3.780281
-1.850097,-0.356085,-1.866961,-1.050252,-0.867423,-0.529049,0.477401,0.482348,-0.632158
-0.922496,1.255441,0.007024,1.186599,0.341631,0.222009,-0.291090,0.054250,7.885917
0.227044,0.778917,-1.647943,0.565612,-1.473054,-0.616542,0.402163,-0.446977,0.352727
1.467013,0.875374,-1.555196,-1.389366,-0.248469,1.044156,0.062032,-0.228500,1.843263
-1.713503,-0.498290,-1.794793,1.735283,0.869892,0.551004,0.582245,-0.207871,-0.767345
-0.004584,-1.640466,1.819015,-1.798961,-0.447622,1.554701,0.192707,0.023677,-4.387852
-0.128260,0.717408,1.296079,0.660184,0.855929,-0.383986,0.136135,-0.371489,9.413234
-1.123572,-0.395667,0.153577,-1.226337,-0.934887,0.351690,-0.114250,-0.201747,6.112103
-0.766125,1.751132,-0.422828,-0.180670,-1.741654,1.388986,0.447462,0.088901,4.441869
0.427643,-1.829153,1.045192,-1.246481,-0.203135,1.457102,0.052024,-0.436218,-8.340166
-1.848712,0.313967,-1.031802,0.101340,-0.780777,0.549463,-0.464876,0.027265,-2.747521
-1.399873,0.358884,-0.100920,0.291283,-1.515678,-0.705851,0.213843,0.063122,-0.953705
1.340541,1.489696,1.349543,-1.788246,-1.311936,0.495162,-0.567481,-0.059199,-0.818412
-1.011554,1.104701,-0.098326,-1.338410,0.395669,-0.113096,-0.245831,-0.073814,7.463192
0.983138,0.083614,-0.878221,-1.055970,1.046383,-0.084108,0.035254,-0.283739,-0.070257
1.326507,-0.657319,-1.713725,-0.458897,0.561939,0.884310,0.510439,0.146633,-2.886100
-1.299480,-1.260825,-0.013101,-1.526802,0.830413,0.547514,-0.091159,0.291131,-9.394813
-0.427547,-0.335082,0.530512,0.482090,0.952704,1.279203,-0.078569,-0.505711,4.592269
0.602431,-0.918090,-0.099161,-0.297169,0.611783,1.683225,0.174086,0.265672,-7.390740
0.016842,0.312627,-0.927561,-0.936738,-0.611127,1.802688,-0.315443,-0.055345,3.756937
1.319184,0.675397,0.190525,1.491235,0.808687,1.065480,0.141926,-0.242914,9.672229
0.641151,1.423167,-0.915270,-1.709652,0.139782,0.668824,-0.302436,0.156787,2.875567
0.428690,0.685484,0.085234,-0.035070,-1.314057,-1.212822,0.005164,0.394884,3.853848
0.997351,1.451286,0.445868,-0.877911,0.374059,-1.399083,-0.461666,-0.015265,9.472717
1.086075,-0.251750,-1.322554,-0.770268,-0.023399,-1.191222,0.359725,0.298818,-3.948948
0.968895,-1.804640,-1.647130,-0.858187,0.124306,0.683713,0.153114,0.581537,-3.646181
-1.388304,-1.238879,-0.614275,1.666328,-0.689380,-1.465705,-0.477621,-0.576269,-5.230120
1.265950,-0.565513,-0.629250,-1.208902,1.800791,1.047797,0.339915,-0.253028,-8.521093
-0.252734,0.992116,0.173935,1.648037,1.019145,-1.702430,0.283930,-0.383100,6.087216
1.489988,-1.298899,0.960516,0.637596,-1.786311,1.048106,-0.406254,0.080981,4.305010
-0.774477,0.874111,-0.154194,-1.608142,-1.550910,-0.975097,-0.205113,0.259128,8.776137
-1.775085,1.229488,1.124562,-1.826565,-0.691043,0.729132,-0.464962,-0.218616,3.353334
-0.303308,-0.773359,0.810828,-0.636726,1.318641,-0.907580,-0.204576,-0.310620,8.028467
-0.106947,0.787097,0.120922,0.353217,-1.088938,1.131321,-0.420855,-0.505749,9.362856
0.065586,1.487605,0.127237,0.928862,0.187023,-0.809498,0.119025,0.049806,7.678101
0.327575,1.485213,1.386169,-0.703667,-0.321459,-0.474692,-0.325894,-0.504184,3.628854
-1.220222,0.047663,1.853213,-0.059795,1.592563,-0.164210,-0.095917,-0.471816,7.808710
1.116180,0.554360,1.674792,-1.691903,0.625951,-1.456602,0.219758,-0.130590,8.050658
-0.886224,0.149476,1.490051,-0.237054,0.634259,-1.322982,-0.137083,0.045751,10.684604
1.057416,0.625207,1.108587,1.126272,0.520854,0.267008,0.451059,0.548966,4.866990
-1.754145,-1.212171,-0.351125,-1.443796,1.033777,-0.836229,-0.087365,0.453110,-7.238110
0.763358,0.752644,1.637376,-0.981955,0.949646,-1.105127,0.153909,-0.449712,6.112217
0.289034,-1.625179,-1.376336,0.102968,0.194526,0.886092,0.443483,0.411931,-2.193374
1.670689,0.977749,-0.017763,-0.717235,1.604470,0.157423,-0.214833,0.094830,7.750524
-0.088199,-0.785746,-0.027274,1.529114,0.334560,-1.757102,0.595256,0.059475,-2.264316
-1.153150,0.117812,0.862745,1.073958,-0.325981,-1.075073,0.138323,0.388407,9.845669
-1.849231,-0.886157,1.280363,0.403871,-1.758611,-0.870288,0.101413,0.446900,6.050096
-1.451489,-0.087292,-0.626529,-0.703369,0.915581,-0.615507,-0.058082,-0.591320,2.653845
1.350635,1.486670,-0.516153,-0.412335,-1.021582,-1.550858,-0.034635,-0.107916,4.582280
-1.771092,0.470567,-0.458400,1.361684,-1.306407,-0.826007,0.599140,0.538551,-2.963548
1.708388,1.229001,0.472340,-0.808514,1.838876,0.252507,-0.331764,0.434182,7.657610
1.768369,-1.005073,0.702319,0.284932,1.069788,1.219896,-0.560637,-0.220944,4.022722
1.615000,-0.057222,-0.404612,0.604283,0.049064,-0.993880,0.107884,-0.001554,-5.094690
0.665708,-0.536759,0.085690,0.091495,-0.361325,0.538294,-0.216022,0.524365,-3.612884
-0.021224,1.431407,1.862331,-1.373756,-1.774388,1.622594,-0.190558,0.092760,-2.910884
-0.645077,0.457819,0.168741,1.048763,-1.543142,1.406709,0.459762,0.414153,9.355603
-0.634130,-0.278421,-0.953595,-1.182850,-1.413209,-1.366701,-0.024178,0.447368,-3.862497
1.061413,-0.056501,0.409261,-1.645226,0.988945,-0.338640,0.334589,0.245045,-3.305590
0.099523,-1.151582,0.093701,-0.985281,1.593779,1.425656,-0.174788,-0.060749,-9.545307
1.840342,-1.499164,1.631444,1.119210,-1.292794,1.784537,-0.222140,-0.314259,3.827310
-1.419020,-1.003664,1.778385,1.465049,1.787232,-0.636978,0.274609,0.153615,6.302432
1.772253,0.196008,-0.588618,-0.663465,0.548511,1.396486,-0.232575,-0.493248,1.535538
0.451787,0.579433,0.851230,-0.187587,-1.129247,-1.518728,0.258130,0.384574,8.426676
0.478187,-0.566734,1.466559,0.771586,-0.445137,1.863354,0.235578,0.558454,-0.679022
0.279630,-1.344115,-1.223956,1.369972,-1.495363,1.435920,-0.464105,-0.206904,-5.836107
-0.091841,-1.677534,0.843083,-1.407664,1.355875,-0.926464,-0.427288,0.572331,-3.925528
-0.928908,-0.961138,0.217820,0.316575,1.338258,0.803939,0.138703,-0.423341,0.441130
1.243574,0.358365,-1.284551,0.830170,0.232143,-0.230672,-0.457815,-0.092766,-3.327591
1.706695,-0.836206,0.113492,-0.120759,-1.389782,0.305669,-0.320926,0.189101,-5.384474
1.642637,0.735459,-0.681877,0.214985,1.680555,0.908017,0.138784,-0.249297,0.530849
0.300858,1.071264,-0.365516,1.724596,-1.557228,-1.600251,-0.275755,-0.209967,10.260015
-0.952971,1.762714,-1.793404,-1.293559,0.240275,0.729999,0.574866,0.580319,-1.844725
1.758362,0.458260,0.047024,-1.355563,-1.370813,-1.327162,0.305679,0.339256,6.971970
0.874747,-0.777555,-1.854833,-0.786159,0.565220,-0.526563,0.577865,0.576721,0.152332
1.530915,0.437020,1.201190,0.526273,0.854151,-0.108107,0.045351,0.208704,7.255484
-0.604208,1.218783,-1.606249,0.099515,-1.296420,1.153039,0.566543,-0.108882,1.866422
-0.634710,1.270238,-0.116634,0.082532,-0.213602,-1.057268,0.591936,-0.533544,6.711877
-0.335171,-0.978064,-1.505059,0.575246,-1.666023,-1.712757,0.234453,-0.349948,-4.590499
0.493644,-0.892072,-0.117677,1.400562,-0.079725,-1.618292,0.404150,0.551416,-5.047944
0.721383,0.242671,-0.465351,1.417602,-0.196234,0.569770,0.174646,0.076643,-3.640356
-0.856089,1.460441,-0.251031,-0.545444,1.141888,-0.909027,0.455714,-0.407142,6.852041
1.102666,-0.380375,0.799008,0.501298,-0.428516,-1.532275,-0.215189,0.114466,-1.817641
-0.115213,1.351382,-1.039426,0.132076,-0.675979,1.329072,0.314073,-0.180120,1.782444
0.861344,0.142494,1.007301,-0.956788,1.704439,-1.056084,-0.276735,0.117081,6.823600
-0.199076,1.809534,0.970094,-0.498137,0.785807,1.060854,0.593576,-0.574444,2.851063
-0.609512,-1.211730,-0.490456,1.700963,0.842771,0.900530,-0.315897,-0.484149,-6.487886
-0.518606,-0.169722,1.301844,-0.479477,1.498552,-0.606789,-0.223184,0.153666,8.239653
1.809985,1.010417,-1.373641,0.145454,1.744501,1.221118,-0.020719,-0.225189,-1.435478
-1.761380,1.594217,1.243632,1.332050,-1.742420,-0.183039,-0.030502,-0.251503,-5.611121
-1.033873,-0.782193,-0.638957,1.521801,1.837252,-0.647559,0.066715,0.478109,-5.249027
1.822740,0.491912,0.153703,0.905438,-1.431501,0.335628,0.352948,0.396378,1.684329
-0.918093,-0.138137,0.602263,0.028839,-1.622325,1.355476,-0.028430,-0.228023,2.012953
0.077655,0.754793,0.056492,-0.548818,0.990249,-1.038610,-0.390356,-0.321429,8.288718
-0.189898,1.493040,0.988537,0.342900,-1.075993,0.052310,0.250646,-0.594406,7.536803
1.030837,-1.236838,-0.254185,-0.782297,1.376751,-0.661709,-0.032502,-0.258437,-5.362955
1.627352,0.195064,-1.374575,-0.461231,-0.980223,-0.089196,0.416216,0.536084,-3.019306
1.141258,-0.191369,-0.603300,1.404171,0.258644,0.322603,0.272121,0.345692,-3.178835
0.325687,-0.092394,0.332460,0.642773,-1.481288,0.495085,0.221822,-0.236170,1.183506
-0.011486,-0.783436,1.097101,0.334619,-0.769432,-1.042364,-0.074733,0.366360,2.317496
-1.527302,-0.030937,0.284390,-0.510475,0.769234,1.485648,0.369842,-0.059727,2.458169
1.454019,1.125863,1.188497,-1.687836,1.113811,-1.560577,-0.428471,-0.112116,1.457119
1.289551,0.262132,-1.369513,1.668427,0.661184,-1.186619,-0.215152,-0.458435,-2.089520
-1.112216,-1.789900,1.034555,0.927872,-1.370364,-1.312272,-0.435691,-0.262720,-10.662407
-0.891968,1.630212,-0.747883,-0.777565,1.746223,0.002651,-0.215196,0.006744,4.828447
1.220772,1.658260,-0.575283,1.046719,1.795042,-1.323579,0.270425,-0.564792,4.056730
1.651069,-0.795111,0.912926,0.000818,-1.328042,1.242579,-0.405628,-0.190246,4.928047
0.136326,-0.878978,1.302361,0.685182,-1.222351,-1.805041,-0.268880,0.142123,7.336010
-0.234841,0.116696,0.958719,0.590900,1.311456,-1.023434,0.399835,0.022047,0.316505
-0.537257,-0.744710,-0.235191,1.789565,0.860337,-1.697843,-0.376270,0.034681,-4.765654
-1.651455,1.851153,-0.743640,-1.101533,0.569948,-0.230322,0.217189,-0.100864,3.899703
-0.813621,-1.065872,0.504747,0.990793,0.561687,0.408669,-0.087746,0.059955,5.134482
0.581234,0.955519,-0.413577,0.722088,0.793421,0.851496,0.164494,-0.144146,9.189535
1.648289,1.485669,1.514475,-0.652964,-0.151014,-0.942025,0.323506,-0.026908,7.650960
0.890269,-0.031016,-1.040254,1.297060,-1.705884,-0.611640,0.228373,-0.529682,-3.097602
-0.981870,-1.393565,0.816569,1.596981,-1.310538,1.374608,0.326777,-0.255470,4.530953
1.238403,0.161181,-1.596288,1.637141,-1.160749,0.584716,-0.264275,-0.473818,-3.797148
-1.292167,1.002057,1.380371,-0.145249,1.695868,-1.853526,-0.455694,-0.446832,7.471234
-0.509379,0.343308,-1.752517,-0.227928,-0.557552,1.215417,-0.521085,-0.275035,-2.810446
0.227054,0.945530,1.344951,0.200890,-1.483252,1.406353,-0.242807,0.346161,8.004354
-0.630559,-0.580068,-0.210402,-0.054413,1.564650,-1.827836,0.182212,0.045295,0.014077
0.466813,0.549388,1.056099,1.121476,-0.899900,0.270189,-0.534129,0.088364,9.200693
-0.727264,-1.076670,-0.016155,-0.089528,-0.496835,0.046832,-0.258813,0.134819,4.217335
0.141780,0.319325,-1.452747,1.397562,-1.484704,-0.383520,0.229100,-0.313681,-2.315523
0.346137,0.549795,0.350425,0.994543,-0.503400,-0.968576,-0.123208,0.445208,8.308669
0.081729,1.365097,-0.493007,0.287712,-1.221023,1.663184,-0.239503,-0.524857,2.177604
-0.958884,0.409167,0.556628,-1.677470,-1.848313,-0.531884,-0.292075,0.301404,6.481027
1.801527,-1.669873,1.433893,-1.606539,-1.000623,0.108585,0.109646,-0.382387,-0.964282
0.249642,-0.178513,0.588230,1.676608,-1.344112,-1.178254,0.138516,0.043184,-4.324775
1.681450,0.880292,-1.836368,0.430473,0.498060,1.691001,-0.225649,-0.490923,-3.676995
1.519808,-1.500754,1.306632,0.833909,-1.015431,0.046245,0.204022,0.591208,-2.144801
-1.202346,-1.113392,1.064711,-1.173949,1.161326,1.571773,0.327328,-0.593384,-3.193145
-1.747988,0.478079,1.396898,-1.335956,0.176601,1.209567,0.580795,-0.582086,4.164893
-0.209275,0.044845,-0.268736,-0.296975,0.098278,0.530158,-0.541347,-0.026636,7.903661
-0.413212,-0.678570,-0.738180,0.179737,1.148422,-0.414554,-0.197315,0.521385,-4.128769
-1.826149,-1.238336,0.959762,-0.727307,-1.797736,1.295757,-0.314660,-0.098836,-6.416751
-1.540479,0.921916,0.310891,0.042535,-1.400576,-0.154513,0.180918,-0.104934,7.705065
1.141536,0.713536,0.308140,-0.955550,-0.107594,1.225110,-0.267447,0.213844,8.751039
-1.121725,0.491235,0.077744,-1.519435,0.226494,-0.923554,-0.463429,0.352880,1.265544
0.060339,0.011067,1.285645,-1.289053,0.572133,-1.201165,-0.034570,-0.213170,8.002002
-1.455035,0.648989,1.205720,1.267066,-0.648210,0.577648,0.320856,-0.172156,8.342713
0.605599,-0.458831,1.670992,-1.475962,-0.475681,1.213924,-0.106452,0.067733,5.332012
0.161267,-0.159851,1.325051,1.271263,-1.746323,-1.686191,-0.440234,0.185635,6.125913
0.909493,-1.139760,-1.018743,0.924970,-1.137448,0.138264,0.491160,0.125911,-4.294416
1.655405,0.449805,1.208223,1.869203,1.018485,-1.489066,0.543530,-0.496396,9.382858
1.054708,0.359134,0.337633,0.877457,-0.473893,1.099436,0.598375,-0.319125,0.942987
1.251395,-0.140321,1.583168,0.270810,1.223969,-1.163115,-0.470292,0.201629,9.474976
-1.805153,1.038404,1.539716,1.330405,0.778296,-0.765796,-0.079908,-0.215178,9.822567
-1.829381,0.998196,0.572498,1.161155,-1.306117,0.289974,-0.285137,0.507998,5.874727
-0.024913,-0.259487,0.585897,0.158522,-1.055319,0.689449,-0.361824,0.417953,6.066979
1.085358,-0.984691,0.203708,0.647548,-0.387180,-0.468867,-0.360816,0.565699,-3.868702
1.018074,-0.863792,0.173940,1.721563,0.235637,-1.821322,0.231285,0.404047,1.587356
0.898295,-0.853256,0.072268,0.703279,1.344161,-1.760097,0.174709,-0.066703,-2.871682
-0.384699,-0.244538,-0.753803,1.496852,0.973641,-1.200104,-0.358956,-0.566741,-3.001151
-1.662139,-0.525660,-1.869748,1.130535,0.557611,-0.226920,0.413704,0.329166,-1.011570
0.194570,1.629050,-1.422719,0.908150,-1.098925,-0.830494,0.593424,0.469893,-1.767554
-0.717504,0.858714,1.186844,0.686182,0.508877,-1.224427,0.317707,-0.305457,8.535711
0.504450,-0.244269,-0.002353,-1.844305,-1.021457,0.547311,0.021439,0.325617,-7.834689
1.593192,-0.901312,-0.842729,-0.184126,0.498690,0.966173,0.465682,0.320461,-5.643356
