% The Computer Activity databases are a collection of computer systems
% activity measures. The data was collected from a Sun Sparcstation
% 20/712 with 128 Mbytes of memory running in a multi-user university
% department. Users would typically be doing a large variety of tasks
% ranging from accessing the internet, editing files or running very
% cpu-bound programs.  The data was collected continuously on two
% separate occasions. On both occassions, system activity was gathered
% every 5 seconds. The final dataset is taken from both occasions with
% equal numbers of observations coming from each collection epoch.
% 
% System measures used:
% 1. lread - Reads (transfers per second ) between system memory and user memory.
% 2. lwrite - writes (transfers per second) between system memory and user memory.
% 3. scall - Number of system calls of all types per second.
% 4. sread - Number of system read calls per second.
% 5. swrite - Number of system write calls per second . 
% 6. fork - Number of system fork calls per second. 
% 7. exec - Number of system exec calls per second. 
% 8. rchar - Number of characters transferred per second by system read calls.
% 9. wchar - Number of characters transfreed per second by system write calls. 
% 10. pgout - Number of page out requests per second.
% 11. ppgout - Number of pages, paged out per second. 
% 12. pgfree - Number of pages per second placed on the free list. 
% 13. pgscan - Number of pages checked if they can be freed per second.
% 14. atch - Number of page attaches (satisfying a page fault by reclaiming a page in memory) per second.
% 15. pgin - Number of page-in requests per second.
% 16. ppgin - Number of pages paged in per second.
% 17. pflt - Number of page faults caused by protection errors (copy-on-writes). 
% 18. vflt - Number of page faults caused by address translation. 
% 19. runqsz - Process run queue size.
% 20. freemem - Number of memory pages available to user processes.
% 21. freeswap - Number of disk blocks available for page swapping. 
% 22. usr - Portion of time (%) that cpus run in user mode.
% 23. sys - Portion of time (%) that cpus run in system mode.
% 24. wio - Portion of time (%) that cpus are idle waiting for block IO.
% 25. idle - Portion of time (%) that cpus are otherwise idle.
% 
% The two different regression tasks obtained from these databases are:
% 
% CompAct 
% Predict usr, the portion of time that cpus run in user mode from all attributes 1-21.
% 
% CompAct(s) 
% Predict usr using a restricted number (excluding the paging information (10-18)
% 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original source: DELVE repository of data. 
% Characteristics: 8192 cases, 22 continuous attributes

@relation cpu_act

@attribute lread numeric
@attribute lwrite numeric
@attribute scall numeric
@attribute sread numeric
@attribute swrite numeric
@attribute fork numeric
@attribute exec numeric
@attribute rchar numeric
@attribute wchar numeric
@attribute pgout numeric
@attribute ppgout numeric
@attribute pgfree numeric
@attribute pgscan numeric
@attribute atch numeric
@attribute pgin numeric
@attribute ppgin numeric
@attribute pflt numeric
@attribute vflt numeric
@attribute runqsz numeric
@attribute freemem numeric
@attribute freeswap numeric
@attribute usr numeric

@data
98, 92, 2289, 455, 304, 2.00, 1.00, 1079576, 56489, 5.20, 10.00, 19.60, 24.80, 0.80, 12.80, 14.00, 112.60, 194.80, 1.0, 193, 974730, 84
0, 0, 164, 14, 15, 0.20, 0.20, 444, 3556, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.83, 16.83, 1.4, 7418, 1869323, 98
57, 45, 5276, 748, 513, 8.80, 3.60, 241474, 20542, 0.00, 0.00, 0.00, 0.00, 0.40, 7.60, 7.80, 435.20, 693.80, 1.0, 1927, 1076997, 66
1, 0, 2233, 194, 90, 1.00, 2.59, 206352, 24771, 0.00, 0.00, 0.00, 0.00, 0.00, 1.60, 1.60, 74.65, 97.60, 2.2, 546, 1094047, 89
7, 2, 1976, 366, 321, 1.00, 2.80, 235811, 56167, 0.00, 0.00, 0.00, 0.00, 0.00, 3.80, 7.60, 67.00, 80.00, 3.4, 431, 1697954, 85
2, 1, 198, 13, 24, 0.20, 0.20, 8636, 11574, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 16.80, 1.0, 7385, 1874944, 98
38, 18, 3091, 381, 188, 4.79, 6.59, 206975, 64456, 4.19, 10.78, 34.13, 58.88, 2.59, 7.58, 26.55, 210.58, 371.46, 2.6, 165, 1109397, 81
2, 1, 1407, 71, 67, 0.20, 0.20, 5374, 23273, 0.00, 0.00, 0.00, 0.00, 0.00, 1.40, 2.40, 18.84, 25.05, 1.0, 601, 1734565, 95
13, 1, 2434, 125, 73, 6.97, 18.92, 128305, 29428, 6.97, 42.63, 85.26, 233.67, 1.20, 55.38, 104.78, 316.93, 528.69, 1.0, 175, 1057957, 72
1, 0, 163, 15, 14, 0.20, 0.20, 32518, 14777, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 18.80, 18.00, 2.4, 3611, 1821618, 98
3, 3, 261, 72, 34, 0.20, 0.20, 18543, 7923, 0.00, 0.00, 0.00, 0.00, 0.00, 1.60, 2.80, 15.60, 16.80, 1.0, 5313, 1859928, 98
3, 0, 2971, 383, 174, 1.80, 4.19, 362574, 52408, 0.00, 0.00, 0.00, 0.00, 0.00, 23.35, 43.91, 148.30, 240.52, 1.3, 541, 1122655, 79
8, 2, 2725, 176, 97, 2.20, 2.40, 409928, 62603, 0.00, 0.00, 0.00, 0.00, 0.20, 7.00, 11.40, 111.60, 334.20, 6.4, 1472, 1309614, 79
0, 0, 455, 65, 32, 0.20, 0.20, 16881, 7823, 1.80, 1.80, 1.80, 0.00, 0.20, 0.20, 0.40, 15.17, 16.77, 1.0, 218, 1756128, 98
12, 11, 1222, 163, 131, 0.40, 0.20, 41368, 54403, 4.60, 8.60, 8.60, 0.00, 0.00, 0.00, 0.00, 20.80, 38.60, 1.0, 136, 1011194, 94
6, 1, 1541, 180, 92, 0.60, 2.00, 346647, 106369, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.60, 93.20, 133.60, 3.0, 928, 1542392, 92
2, 1, 1959, 190, 142, 0.20, 0.20, 92269, 26717, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 21.40, 21.00, 2.8, 468, 1629221, 95
10, 6, 2050, 186, 132, 1.80, 3.00, 154733, 82863, 0.20, 0.20, 0.20, 0.00, 0.00, 11.60, 16.00, 166.20, 276.00, 1.3, 542, 1128686, 83
4, 2, 1520, 178, 54, 0.80, 1.00, 559134, 26927, 0.00, 0.00, 0.00, 0.00, 0.00, 0.80, 0.80, 54.49, 67.47, 3.4, 2666, 1724321, 94
10, 3, 1873, 187, 210, 5.18, 5.98, 336610, 280145, 1.59, 1.79, 1.79, 0.00, 1.59, 12.75, 14.94, 200.40, 375.30, 2.2, 235, 1014985, 76
4, 3, 6037, 306, 187, 1.40, 2.81, 342631, 295887, 4.01, 8.22, 10.42, 12.63, 4.41, 25.25, 38.68, 75.15, 185.37, 1.0, 225, 1013159, 76
1, 0, 1723, 125, 56, 0.40, 0.40, 176002, 15941, 0.00, 0.00, 0.00, 0.00, 0.00, 11.38, 17.76, 41.72, 82.04, 1.0, 733, 1055425, 91
15, 11, 1252, 274, 172, 0.80, 1.20, 29556, 34544, 1.60, 1.60, 1.60, 0.00, 1.00, 21.20, 24.60, 39.60, 108.60, 1.5, 301, 1016866, 91
6, 2, 2010, 143, 124, 0.60, 0.60, 98448, 134872, 0.00, 0.00, 0.00, 0.00, 0.00, 3.40, 4.40, 65.60, 78.20, 2.2, 1931, 1545338, 94
25, 13, 2598, 115, 81, 1.40, 1.40, 336212, 57944, 7.40, 47.60, 93.20, 165.40, 3.60, 21.40, 39.00, 81.80, 365.80, 4.6, 236, 1303083, 84
23, 12, 6085, 634, 548, 9.80, 3.20, 595452, 318636, 0.00, 0.00, 0.00, 0.00, 0.00, 15.80, 27.80, 464.60, 747.80, 1.0, 639, 1008197, 63
3, 0, 3517, 342, 189, 1.00, 2.99, 310439, 214462, 0.00, 0.00, 0.00, 0.00, 0.20, 8.18, 15.57, 88.82, 87.82, 4.4, 420, 1547657, 86
1, 0, 1478, 108, 80, 0.60, 1.20, 49601, 14601, 4.60, 6.00, 6.00, 0.00, 0.00, 2.00, 2.20, 47.20, 108.60, 2.0, 272, 1023184, 93
0, 0, 820, 157, 68, 0.40, 0.40, 212904, 156341, 0.00, 0.00, 0.00, 0.00, 0.00, 2.40, 4.00, 33.80, 39.80, 3.6, 1063, 1753798, 95
5, 1, 2046, 230, 170, 3.40, 1.00, 91592, 15184, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 163.80, 240.60, 1.2, 7846, 1862954, 88
20, 26, 177, 18, 19, 0.20, 0.20, 2164, 6015, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 15.60, 16.80, 1.0, 7431, 1866853, 97
3, 0, 2432, 181, 97, 1.80, 2.00, 356550, 25434, 2.79, 22.16, 67.47, 198.80, 2.20, 5.59, 8.98, 137.92, 278.04, 5.0, 153, 1118042, 86
5, 1, 309, 37, 42, 0.20, 0.20, 20830, 24601, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 18.84, 17.23, 1.4, 2804, 1776871, 96
14, 12, 2248, 386, 119, 0.20, 0.20, 682046, 624653, 0.00, 0.00, 0.00, 0.00, 0.00, 1.60, 1.80, 20.80, 52.60, 3.8, 426, 1044509, 91
10, 0, 4065, 279, 142, 9.80, 37.60, 224594, 29644, 4.40, 5.00, 4.60, 0.00, 3.60, 3.00, 3.60, 528.40, 837.40, 1.7, 244, 1034034, 60
1, 1, 2680, 102, 91, 0.20, 0.20, 2612, 5061, 0.00, 0.00, 0.00, 0.00, 0.00, 2.40, 2.40, 15.80, 25.20, 2.2, 2927, 1413368, 97
99, 121, 3142, 245, 190, 1.40, 3.00, 361331, 69490, 0.00, 0.00, 0.00, 0.00, 0.00, 11.00, 18.40, 112.80, 243.20, 5.2, 10382, 1374640, 86
23, 18, 2182, 379, 133, 0.60, 0.40, 594823, 503069, 0.00, 0.00, 0.00, 0.00, 0.00, 39.20, 69.40, 36.80, 221.80, 910, 82, 17, 0
164, 160, 4597, 370, 253, 0.40, 1.00, 315228, 250265, 0.00, 0.00, 0.00, 0.00, 0.00, 4.60, 19.60, 40.60, 53.00, 3.8, 1947, 1327789, 86
1, 1, 332, 65, 39, 0.40, 0.40, 274459, 249984, 0.00, 0.00, 0.00, 0.00, 0.00, 4.80, 7.80, 35.20, 35.20, 2.6, 3539, 1822098, 92
2, 1, 306, 18, 26, 1.00, 1.00, 18417, 62482, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 69.40, 74.00, 1.2, 7544, 1865267, 95
1, 0, 3480, 189, 237, 0.80, 1.00, 280924, 528709, 12.77, 40.72, 142.91, 292.02, 0.00, 10.58, 11.78, 63.27, 236.73, 2.4, 132, 998563, 80
10, 9, 1289, 144, 85, 0.40, 0.40, 58855, 28895, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 3.20, 33.00, 82.20, 2.0, 685, 1012931, 93
1, 1, 549, 173, 92, 1.00, 1.00, 437698, 350866, 0.00, 0.00, 0.00, 0.00, 0.00, 20.00, 39.60, 50.60, 69.40, 3.0, 5669, 1828162, 91
13, 8, 4312, 206, 152, 0.40, 0.40, 233531, 66819, 0.00, 0.00, 0.00, 0.00, 0.00, 19.80, 28.20, 38.00, 106.00, 2.6, 1272, 1397251, 88
29, 40, 1473, 93, 73, 0.20, 0.20, 4410, 27749, 0.40, 0.40, 0.40, 0.00, 0.00, 1.80, 1.80, 16.37, 27.54, 2.0, 159, 1087457, 93
4, 0, 2006, 192, 91, 3.80, 8.80, 224844, 38733, 0.00, 0.00, 0.00, 0.00, 0.20, 0.40, 0.80, 209.00, 336.80, 1.0, 472, 1031155, 87
1, 0, 430, 59, 15, 0.80, 1.00, 275854, 7040, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 53.20, 67.00, 1.4, 6919, 1828906, 94
62, 62, 2510, 180, 145, 0.60, 0.20, 51069, 89375, 0.00, 0.00, 0.00, 0.00, 0.00, 2.20, 3.01, 26.25, 51.10, 2.0, 364, 991380, 93
16, 11, 2915, 253, 96, 2.60, 2.80, 167969, 85311, 0.00, 0.00, 0.00, 0.00, 0.00, 29.60, 32.40, 211.80, 364.60, 1.0, 883, 1012941, 81
4, 1, 1534, 105, 107, 0.40, 0.40, 209324, 111844, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 0.60, 33.67, 44.09, 1.5, 401, 1076553, 93
2, 0, 398, 41, 13, 2.00, 2.00, 151420, 12892, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.60, 154.29, 148.50, 1.4, 7683, 1864718, 90
2, 2, 2157, 155, 128, 0.20, 0.20, 144409, 89393, 0.00, 0.00, 0.00, 0.00, 0.00, 15.17, 27.15, 15.57, 35.33, 2.0, 490, 1117539, 84
1, 0, 3252, 274, 157, 0.20, 0.20, 15043, 72970, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.77, 16.97, 2.4, 936, 1643090, 95
165, 144, 3417, 233, 128, 3.80, 3.00, 112558, 74099, 0.00, 0.00, 0.00, 0.00, 0.20, 15.60, 17.60, 147.20, 272.80, 6.0, 476, 1307589, 85
0, 0, 230, 35, 14, 0.20, 0.20, 169196, 5037, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.83, 16.83, 1.0, 7398, 1869339, 98
10, 4, 1404, 94, 62, 0.40, 0.60, 220900, 19629, 12.20, 22.60, 48.80, 115.40, 1.40, 3.00, 24.20, 29.40, 101.20, 159, 92, 8, 0
10, 5, 2549, 320, 181, 3.80, 3.40, 449917, 64221, 0.00, 0.00, 0.00, 0.00, 0.00, 3.20, 5.40, 230.00, 574.40, 1.0, 1005, 1070168, 78
12, 1, 2896, 364, 274, 8.80, 3.00, 213542, 13831, 1.80, 3.00, 10.80, 16.20, 0.00, 0.60, 0.80, 404.20, 610.60, 2.4, 333, 1725171, 77
2, 0, 977, 119, 88, 1.60, 2.20, 229909, 44485, 2.00, 2.79, 2.79, 0.00, 0.40, 6.19, 6.79, 100.60, 195.41, 2.6, 458, 1053327, 90
17, 1, 3418, 383, 265, 5.80, 3.20, 435552, 31323, 1.20, 1.40, 1.40, 0.00, 0.80, 1.00, 1.00, 279.60, 521.80, 360, 80, 19, 0
5, 0, 2233, 297, 122, 1.20, 1.40, 317752, 110756, 0.20, 0.20, 0.20, 0.00, 1.60, 2.60, 2.60, 163.60, 175.80, 2.2, 298, 1535555, 88
37, 37, 2799, 208, 109, 1.00, 2.40, 289700, 32274, 4.81, 16.83, 33.07, 59.52, 4.01, 22.85, 24.85, 81.56, 189.38, 1.0, 174, 1070764, 88
16, 14, 2942, 77, 79, 1.60, 3.19, 39721, 33909, 3.99, 17.37, 84.43, 159.28, 1.20, 1.00, 1.00, 155.89, 308.38, 3.0, 233, 1014451, 88
1, 0, 535, 36, 61, 0.40, 0.40, 1068, 38349, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 33.40, 33.20, 1.0, 5962, 1864144, 96
1, 1, 198, 18, 22, 0.20, 0.20, 7045, 10484, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.63, 16.83, 1.2, 7352, 1869571, 98
0, 0, 356, 56, 23, 0.20, 0.20, 340971, 51221, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 16.03, 17.03, 1.6, 7491, 1868151, 98
5, 4, 1056, 81, 68, 0.20, 0.20, 5452, 16180, 0.40, 0.40, 0.40, 0.00, 0.60, 11.58, 11.98, 15.57, 30.14, 2.0, 213, 1116158, 94
59, 50, 4550, 456, 234, 7.60, 18.20, 770540, 86051, 20.40, 89.60, 120.60, 239.20, 1.40, 20.20, 22.60, 307.40, 688.20, 2.4, 159, 1088917, 63
0, 0, 259, 17, 34, 0.40, 0.40, 17865, 13867, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 40.60, 51.00, 1.0, 7188, 1874112, 98
3, 1, 508, 41, 27, 2.00, 2.20, 93328, 86630, 0.00, 0.00, 0.00, 0.00, 0.00, 2.00, 3.21, 200.60, 174.15, 1.2, 7529, 1869275, 88
0, 0, 417, 61, 44, 0.20, 0.20, 1454, 8594, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 16.80, 2.0, 2100, 1720376, 97
13, 11, 1608, 426, 197, 0.60, 1.80, 659972, 557345, 0.00, 0.00, 0.00, 0.00, 0.00, 0.80, 1.20, 41.92, 98.20, 4.6, 633, 1039238, 92
37, 47, 2127, 408, 365, 3.20, 2.00, 554916, 632629, 48.40, 114.40, 223.20, 224.60, 0.40, 9.40, 18.00, 182.00, 310.60, 4.8, 150, 1714603, 73
20, 1, 4250, 332, 155, 8.20, 27.00, 559345, 28785, 10.20, 29.80, 76.00, 147.80, 5.80, 20.40, 33.20, 305.80, 676.40, 1.6, 173, 1083291, 63
0, 0, 3028, 807, 601, 0.20, 0.20, 13703, 22683, 0.00, 0.00, 0.00, 0.00, 0.60, 0.00, 0.00, 16.60, 20.00, 2.2, 1183, 1719400, 88
3, 1, 2659, 262, 181, 1.20, 1.80, 190937, 49972, 4.00, 6.80, 6.80, 0.00, 3.60, 9.60, 14.60, 70.20, 134.60, 1.0, 292, 1104144, 84
14, 3, 512, 28, 27, 1.40, 1.60, 82639, 11864, 0.00, 0.00, 0.00, 0.00, 0.00, 0.80, 0.80, 124.80, 131.40, 1.0, 7240, 1847587, 95
2, 1, 2648, 257, 164, 0.40, 0.60, 106551, 27902, 0.00, 0.00, 0.00, 0.00, 0.00, 0.80, 1.20, 34.87, 71.14, 2.0, 916, 1054447, 89
39, 16, 5213, 754, 767, 6.99, 4.99, 435848, 314796, 6.19, 9.98, 10.18, 5.19, 5.39, 15.77, 17.56, 348.10, 617.17, 4.8, 236, 1002172, 64
22, 10, 2473, 229, 177, 0.40, 0.20, 147854, 42367, 0.00, 0.00, 0.00, 0.00, 0.20, 8.20, 8.80, 31.40, 108.40, 3.4, 7604, 1380197, 90
34, 48, 1078, 141, 122, 0.40, 1.80, 44449, 24698, 3.00, 3.00, 3.00, 0.00, 0.00, 2.40, 3.00, 25.60, 36.00, 1.7, 325, 1030629, 94
6, 2, 1562, 183, 116, 0.20, 0.20, 244700, 29933, 0.00, 0.00, 0.00, 0.00, 0.40, 3.00, 3.80, 17.20, 45.40, 3.0, 572, 1076589, 93
26, 1, 5901, 754, 581, 10.22, 2.81, 975989, 30641, 5.21, 5.81, 5.81, 0.00, 1.20, 0.80, 0.80, 492.99, 735.47, 3.0, 191, 1081557, 67
62, 59, 2204, 274, 165, 1.00, 0.80, 56067, 64473, 0.60, 0.60, 0.60, 0.00, 3.00, 1.20, 1.80, 54.60, 93.40, 1.0, 409, 977250, 89
10, 4, 4758, 276, 187, 2.20, 2.40, 326597, 138722, 0.00, 0.00, 0.00, 0.00, 0.00, 11.38, 12.57, 161.08, 239.52, 5.6, 1514, 1343109, 72
1, 1, 1563, 91, 74, 0.20, 0.20, 18554, 16897, 0.00, 0.00, 0.00, 0.00, 0.00, 2.00, 3.00, 15.60, 20.00, 4.2, 1402, 1075176, 93
6, 4, 2360, 190, 107, 0.99, 0.79, 114342, 36546, 1.39, 1.98, 1.98, 0.00, 0.40, 6.53, 7.13, 66.34, 99.01, 2.0, 377, 1020046, 91
18, 12, 3820, 270, 155, 5.80, 7.80, 201297, 79120, 0.00, 0.00, 0.00, 0.00, 0.00, 1.80, 2.20, 359.20, 487.60, 5.2, 1509, 1615386, 80
19, 15, 981, 132, 115, 0.60, 0.60, 36934, 56799, 0.00, 0.00, 0.00, 0.00, 0.20, 4.19, 4.19, 53.89, 155.89, 1.7, 566, 975364, 91
3, 2, 1391, 111, 73, 0.40, 0.40, 7741, 18379, 0.20, 0.20, 0.20, 0.00, 0.20, 0.40, 0.40, 34.13, 93.61, 2.0, 317, 1023543, 91
1, 1, 1107, 47, 26, 0.20, 0.20, 9887, 13536, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.80, 17.00, 1.0, 8188, 1836408, 97
5, 4, 2339, 132, 116, 0.40, 0.40, 22609, 50185, 4.80, 9.20, 7.40, 0.00, 3.80, 1.60, 1.60, 33.60, 41.60, 2.4, 216, 1710456, 94
20, 5, 3061, 368, 193, 2.20, 9.22, 327102, 303753, 0.00, 0.00, 0.00, 0.00, 0.20, 16.23, 30.66, 105.61, 245.89, 2.2, 538, 1038554, 83
2, 1, 555, 43, 35, 1.00, 1.00, 89902, 92146, 0.00, 0.00, 0.00, 0.00, 0.00, 10.20, 20.20, 48.40, 72.20, 1.2, 7591, 1879139, 92
18, 15, 1747, 142, 74, 3.39, 5.78, 216979, 50870, 4.38, 5.58, 53.59, 118.33, 3.78, 2.79, 3.59, 238.84, 546.41, 3.6, 197, 1014610, 80
6, 2, 1665, 83, 117, 1.00, 1.00, 49351, 102448, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 0.60, 67.20, 98.20, 3.6, 812, 1523256, 94
11, 5, 3115, 250, 206, 3.00, 2.40, 197735, 18979, 3.80, 7.60, 7.60, 0.00, 0.00, 1.00, 1.00, 304.60, 223.80, 352, 85, 15, 0
8, 1, 2830, 292, 266, 2.20, 4.99, 27269, 46849, 0.00, 0.00, 0.00, 0.00, 0.20, 5.19, 7.58, 189.22, 223.15, 3.0, 746, 1535593, 86
10, 7, 2595, 193, 242, 2.00, 3.80, 190853, 456167, 1.80, 2.00, 2.00, 0.00, 2.20, 26.40, 30.40, 145.20, 270.80, 2.4, 367, 1374733, 83
5, 5, 1282, 121, 82, 0.40, 0.20, 110743, 33071, 6.01, 7.21, 7.21, 0.00, 1.60, 1.60, 2.00, 26.05, 52.51, 1.0, 175, 1101082, 93
34, 48, 1648, 267, 223, 0.20, 0.20, 13279, 37860, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.40, 15.80, 22.20, 2.2, 2935, 1736318, 89
18, 2, 3344, 172, 100, 3.60, 8.00, 368260, 143396, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.80, 262.80, 361.80, 5.2, 2574, 1551755, 86
3, 1, 3289, 165, 162, 1.60, 2.40, 112097, 189578, 3.80, 9.80, 18.60, 27.20, 0.60, 3.00, 3.00, 114.40, 161.20, 3.0, 173, 997024, 85
13, 10, 2230, 91, 58, 0.40, 0.40, 134528, 62074, 0.00, 0.00, 0.00, 0.00, 0.00, 0.80, 0.80, 23.80, 161.40, 4.4, 1164, 1532026, 92
19, 15, 3163, 285, 168, 0.40, 0.40, 154297, 104602, 5.00, 8.40, 8.20, 0.00, 3.00, 10.20, 13.60, 41.60, 82.00, 2.5, 265, 1123963, 87
0, 0, 3809, 281, 186, 0.40, 0.40, 129636, 105267, 5.80, 14.40, 22.60, 52.20, 0.20, 2.60, 5.00, 39.80, 92.40, 1.0, 175, 1029466, 89
3, 2, 3492, 124, 92, 0.40, 0.40, 9465, 29079, 6.20, 14.40, 33.20, 47.80, 8.00, 30.20, 40.80, 35.00, 134.20, 1.5, 142, 983269, 89
1, 0, 1209, 77, 62, 0.40, 1.20, 17007, 15222, 0.00, 0.00, 0.00, 0.00, 0.00, 2.59, 2.59, 29.94, 53.29, 2.6, 926, 1063254, 96
9, 1, 2714, 368, 272, 4.60, 4.00, 179782, 115412, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.60, 218.80, 377.40, 3.4, 810, 1541016, 84
0, 0, 225, 50, 30, 0.20, 0.20, 312021, 297905, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 13.00, 16.80, 2.2, 1314, 1762008, 98
1, 0, 387, 52, 28, 0.20, 0.20, 38561, 20944, 0.00, 0.00, 0.00, 0.00, 0.00, 3.80, 3.80, 16.60, 24.40, 1.0, 8313, 1863734, 97
45, 40, 1278, 178, 80, 3.20, 4.80, 353625, 88144, 0.00, 0.00, 0.00, 0.00, 0.00, 1.80, 3.40, 225.00, 352.80, 2.2, 6622, 1839845, 86
10, 5, 1002, 93, 69, 0.60, 1.20, 146514, 64707, 15.80, 24.40, 37.60, 52.80, 1.60, 11.60, 22.00, 61.80, 126.40, 1.8, 161, 1072518, 93
13, 1, 3195, 475, 372, 9.80, 3.80, 256291, 9559, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 429.00, 646.80, 2.0, 6118, 1854101, 77
3, 0, 4563, 313, 282, 0.80, 1.00, 559849, 428414, 5.00, 75.60, 183.20, 540.80, 0.00, 43.60, 86.00, 60.60, 90.80, 6.6, 126, 1318419, 80
8, 3, 2781, 182, 109, 0.80, 3.60, 187626, 63713, 17.40, 63.60, 162.00, 435.20, 0.80, 18.40, 32.60, 43.20, 280.60, 2.0, 222, 1026811, 84
16, 3, 2926, 157, 123, 2.40, 7.60, 212406, 28189, 0.00, 0.00, 0.00, 0.00, 3.60, 16.40, 30.00, 122.60, 307.20, 3.8, 725, 1317494, 80
2, 0, 4923, 288, 216, 0.80, 3.60, 274812, 70913, 13.20, 23.40, 38.80, 44.60, 12.80, 25.00, 34.00, 63.20, 175.00, 1.2, 144, 982850, 81
2, 1, 448, 120, 32, 1.20, 0.80, 268056, 136239, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 73.00, 115.00, 2.4, 6787, 1835458, 95
3, 1, 5627, 271, 223, 2.00, 1.60, 39191, 19973, 0.00, 0.00, 0.00, 0.00, 0.00, 1.60, 1.60, 147.80, 168.60, 2.4, 552, 1384080, 84
22, 33, 210, 14, 17, 0.20, 0.20, 7026, 7795, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 16.80, 1.0, 7537, 1868896, 97
0, 0, 264, 46, 25, 0.20, 0.20, 256267, 28155, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 15.60, 18.20, 1.0, 7358, 1874496, 96
24, 15, 3052, 203, 173, 1.80, 2.20, 115480, 178745, 1.60, 2.00, 2.00, 0.00, 2.40, 1.20, 1.20, 129.20, 180.40, 2.6, 227, 1519690, 88
2, 1, 1520, 128, 84, 0.40, 1.40, 91932, 12370, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 0.60, 21.24, 30.86, 1.4, 1174, 1747784, 95
36, 27, 2641, 230, 161, 8.98, 21.56, 47204, 29349, 2.20, 2.59, 2.59, 0.00, 0.00, 8.18, 14.97, 413.77, 609.98, 3.0, 328, 1104260, 69
2, 1, 849, 82, 50, 0.60, 0.60, 281290, 10373, 1.60, 8.20, 15.20, 25.80, 7.20, 0.80, 0.80, 55.60, 60.40, 2.8, 132, 1438760, 94
1, 0, 1676, 80, 76, 0.20, 0.20, 98641, 55135, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.20, 22.80, 21.00, 2.0, 3517, 1771766, 88
2, 1, 818, 54, 50, 0.20, 0.20, 1114, 13939, 0.60, 0.60, 0.60, 0.00, 0.20, 1.60, 1.60, 15.20, 22.60, 1.0, 133, 1014048, 96
3, 2, 4073, 470, 347, 0.80, 0.40, 37552, 54687, 1.40, 1.40, 1.60, 0.60, 0.60, 0.00, 0.00, 47.20, 75.00, 3.0, 137, 1695512, 86
92, 108, 3091, 280, 168, 3.80, 4.20, 664426, 106101, 1.40, 1.80, 2.60, 3.40, 11.00, 13.00, 17.80, 198.20, 362.00, 7.2, 305, 1302630, 83
7, 3, 4821, 472, 459, 2.59, 3.59, 520991, 570078, 0.00, 0.00, 0.00, 0.00, 0.00, 26.89, 27.29, 167.73, 428.09, 4.5, 1133, 988041, 68
1, 0, 2164, 166, 167, 0.60, 2.40, 249529, 93523, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.40, 50.40, 61.00, 1.0, 2728, 1051227, 93
3, 0, 5026, 603, 161, 2.60, 4.00, 115599, 207586, 0.40, 0.40, 1.80, 4.40, 0.00, 4.60, 8.80, 143.80, 213.60, 2.6, 269, 1017270, 82
145, 53, 7870, 1348, 1234, 6.00, 2.00, 951510, 794198, 8.40, 72.20, 146.40, 238.20, 3.80, 17.20, 42.60, 309.60, 581.60, 1.8, 135, 1089506, 58
